"Census Tract","State","FIPS Code","Formatted FIPS","Opportunity Area Status, 2018."
"17031241600","IL","17031241600","=""17031241600""","2016 Opportunity Area"
"17031242000","IL","17031242000","=""17031242000""","2016 Opportunity Area"
"17031242100","IL","17031242100","=""17031242100""","2017 Opportunity Area"
"17031242200","IL","17031242200","=""17031242200""","2017 Opportunity Area"
"17031242300","IL","17031242300","=""17031242300""","2017 Opportunity Area"
"17031242400","IL","17031242400","=""17031242400""","2018 Opportunity Area"
"17031242500","IL","17031242500","=""17031242500""","2016 Opportunity Area"
"17031242600","IL","17031242600","=""17031242600""","2016 Opportunity Area"
"17031242700","IL","17031242700","=""17031242700""","Not an Opportunity Area"
"17031242800","IL","17031242800","=""17031242800""","2017 Opportunity Area"
"17031242900","IL","17031242900","=""17031242900""","2018 Opportunity Area"
"17031243000","IL","17031243000","=""17031243000""","2017 Opportunity Area"
"17031243100","IL","17031243100","=""17031243100""","2018 Opportunity Area"
"17031243200","IL","17031243200","=""17031243200""","2016 Opportunity Area"
"17031243300","IL","17031243300","=""17031243300""","2018 Opportunity Area"
"17031243400","IL","17031243400","=""17031243400""","2017 Opportunity Area"
"17031243500","IL","17031243500","=""17031243500""","2018 Opportunity Area"
"17031250200","IL","17031250200","=""17031250200""","Not an Opportunity Area"
"17031250300","IL","17031250300","=""17031250300""","Not an Opportunity Area"
"17031250400","IL","17031250400","=""17031250400""","Not an Opportunity Area"
"17031250500","IL","17031250500","=""17031250500""","2017 Opportunity Area"
"17031250600","IL","17031250600","=""17031250600""","Not an Opportunity Area"
"17031250700","IL","17031250700","=""17031250700""","Not an Opportunity Area"
"17031250800","IL","17031250800","=""17031250800""","Not an Opportunity Area"
"17031251000","IL","17031251000","=""17031251000""","Not an Opportunity Area"
"17031251100","IL","17031251100","=""17031251100""","Not an Opportunity Area"
"17031251200","IL","17031251200","=""17031251200""","Not an Opportunity Area"
"17031251300","IL","17031251300","=""17031251300""","Not an Opportunity Area"
"17031251400","IL","17031251400","=""17031251400""","Not an Opportunity Area"
"17031251500","IL","17031251500","=""17031251500""","Not an Opportunity Area"
"17031251600","IL","17031251600","=""17031251600""","Not an Opportunity Area"
"17031251700","IL","17031251700","=""17031251700""","Not an Opportunity Area"
"17031251800","IL","17031251800","=""17031251800""","Not an Opportunity Area"
"17031251900","IL","17031251900","=""17031251900""","Not an Opportunity Area"
"17031252000","IL","17031252000","=""17031252000""","Not an Opportunity Area"
"17031252101","IL","17031252101","=""17031252101""","Not an Opportunity Area"
"17031252102","IL","17031252102","=""17031252102""","Not an Opportunity Area"
"17031252201","IL","17031252201","=""17031252201""","Not an Opportunity Area"
"17031252202","IL","17031252202","=""17031252202""","Not an Opportunity Area"
"17031260100","IL","17031260100","=""17031260100""","Not an Opportunity Area"
"17031260200","IL","17031260200","=""17031260200""","Not an Opportunity Area"
"17031260300","IL","17031260300","=""17031260300""","Not an Opportunity Area"
"17031260400","IL","17031260400","=""17031260400""","Not an Opportunity Area"
"17031260500","IL","17031260500","=""17031260500""","Not an Opportunity Area"
"17031260600","IL","17031260600","=""17031260600""","Not an Opportunity Area"
"17031260700","IL","17031260700","=""17031260700""","Not an Opportunity Area"
"17031260800","IL","17031260800","=""17031260800""","Not an Opportunity Area"
"17031260900","IL","17031260900","=""17031260900""","Not an Opportunity Area"
"17031261000","IL","17031261000","=""17031261000""","Not an Opportunity Area"
"17031270500","IL","17031270500","=""17031270500""","Not an Opportunity Area"
"17031271200","IL","17031271200","=""17031271200""","Not an Opportunity Area"
"17031271300","IL","17031271300","=""17031271300""","Not an Opportunity Area"
"17031271400","IL","17031271400","=""17031271400""","Not an Opportunity Area"
"17031271500","IL","17031271500","=""17031271500""","Not an Opportunity Area"
"17031271800","IL","17031271800","=""17031271800""","Not an Opportunity Area"
"17031280100","IL","17031280100","=""17031280100""","2018 Opportunity Area"
"17031280400","IL","17031280400","=""17031280400""","Not an Opportunity Area"
"17031280800","IL","17031280800","=""17031280800""","Not an Opportunity Area"
"17031280900","IL","17031280900","=""17031280900""","Not an Opportunity Area"
"17031281900","IL","17031281900","=""17031281900""","2018 Opportunity Area"
"17031282700","IL","17031282700","=""17031282700""","Not an Opportunity Area"
"17031282800","IL","17031282800","=""17031282800""","2017 Opportunity Area"
"17031283100","IL","17031283100","=""17031283100""","Not an Opportunity Area"
"17031283200","IL","17031283200","=""17031283200""","Not an Opportunity Area"
"17031283800","IL","17031283800","=""17031283800""","2016 Opportunity Area"
"17031290900","IL","17031290900","=""17031290900""","Not an Opportunity Area"
"17031291200","IL","17031291200","=""17031291200""","Not an Opportunity Area"
"17031291600","IL","17031291600","=""17031291600""","Not an Opportunity Area"
"17031292200","IL","17031292200","=""17031292200""","Not an Opportunity Area"
"17031292400","IL","17031292400","=""17031292400""","Not an Opportunity Area"
"17031292500","IL","17031292500","=""17031292500""","Not an Opportunity Area"
"17031300500","IL","17031300500","=""17031300500""","Not an Opportunity Area"
"17031300600","IL","17031300600","=""17031300600""","Not an Opportunity Area"
"17031300700","IL","17031300700","=""17031300700""","Not an Opportunity Area"
"17031300800","IL","17031300800","=""17031300800""","Not an Opportunity Area"
"17031300900","IL","17031300900","=""17031300900""","Not an Opportunity Area"
"17031301100","IL","17031301100","=""17031301100""","Not an Opportunity Area"
"17031301200","IL","17031301200","=""17031301200""","Not an Opportunity Area"
"17031301600","IL","17031301600","=""17031301600""","Not an Opportunity Area"
"17031301701","IL","17031301701","=""17031301701""","Not an Opportunity Area"
"17031301702","IL","17031301702","=""17031301702""","Not an Opportunity Area"
"17031301801","IL","17031301801","=""17031301801""","Not an Opportunity Area"
"17031301802","IL","17031301802","=""17031301802""","Not an Opportunity Area"
"17031301803","IL","17031301803","=""17031301803""","Not an Opportunity Area"
"17031310200","IL","17031310200","=""17031310200""","2016 Opportunity Area"
"17031310300","IL","17031310300","=""17031310300""","2016 Opportunity Area"
"17031310400","IL","17031310400","=""17031310400""","2017 Opportunity Area"
"17031310500","IL","17031310500","=""17031310500""","Not an Opportunity Area"
"17031310600","IL","17031310600","=""17031310600""","Not an Opportunity Area"
"17031310700","IL","17031310700","=""17031310700""","Not an Opportunity Area"
"17031310800","IL","17031310800","=""17031310800""","Not an Opportunity Area"
"17031310900","IL","17031310900","=""17031310900""","Not an Opportunity Area"
"17031320100","IL","17031320100","=""17031320100""","2018 Opportunity Area"
"17031320400","IL","17031320400","=""17031320400""","2016 Opportunity Area"
"17031320600","IL","17031320600","=""17031320600""","2018 Opportunity Area"
"17031330100","IL","17031330100","=""17031330100""","2016 Opportunity Area"
"17031330200","IL","17031330200","=""17031330200""","2016 Opportunity Area"
"17031340300","IL","17031340300","=""17031340300""","2016 Opportunity Area"
"17031340400","IL","17031340400","=""17031340400""","Not an Opportunity Area"
"17031340500","IL","17031340500","=""17031340500""","Not an Opportunity Area"
"17031340600","IL","17031340600","=""17031340600""","Not an Opportunity Area"
"17031350100","IL","17031350100","=""17031350100""","2016 Opportunity Area"
"17031350400","IL","17031350400","=""17031350400""","Not an Opportunity Area"
"17031351000","IL","17031351000","=""17031351000""","Not an Opportunity Area"
"17031351100","IL","17031351100","=""17031351100""","Not an Opportunity Area"
"17031351400","IL","17031351400","=""17031351400""","Not an Opportunity Area"
"17031351500","IL","17031351500","=""17031351500""","Not an Opportunity Area"
"17031360200","IL","17031360200","=""17031360200""","Not an Opportunity Area"
"17031380100","IL","17031380100","=""17031380100""","Not an Opportunity Area"
"17031380200","IL","17031380200","=""17031380200""","Not an Opportunity Area"
"17031380500","IL","17031380500","=""17031380500""","Not an Opportunity Area"
"17031380700","IL","17031380700","=""17031380700""","Not an Opportunity Area"
"17031381200","IL","17031381200","=""17031381200""","Not an Opportunity Area"
"17031381400","IL","17031381400","=""17031381400""","Not an Opportunity Area"
"17031381500","IL","17031381500","=""17031381500""","Not an Opportunity Area"
"17031381700","IL","17031381700","=""17031381700""","Not an Opportunity Area"
"17031381800","IL","17031381800","=""17031381800""","Not an Opportunity Area"
"17031381900","IL","17031381900","=""17031381900""","Not an Opportunity Area"
"17031390100","IL","17031390100","=""17031390100""","Not an Opportunity Area"
"17031390200","IL","17031390200","=""17031390200""","Not an Opportunity Area"
"17031390300","IL","17031390300","=""17031390300""","Not an Opportunity Area"
"17031390400","IL","17031390400","=""17031390400""","Not an Opportunity Area"
"17031390500","IL","17031390500","=""17031390500""","2016 Opportunity Area"
"17031390600","IL","17031390600","=""17031390600""","2016 Opportunity Area"
"17031390700","IL","17031390700","=""17031390700""","Not an Opportunity Area"
"17031400300","IL","17031400300","=""17031400300""","Not an Opportunity Area"
"17031400400","IL","17031400400","=""17031400400""","Not an Opportunity Area"
"17031400500","IL","17031400500","=""17031400500""","Not an Opportunity Area"
"17031400800","IL","17031400800","=""17031400800""","Not an Opportunity Area"
"17031410100","IL","17031410100","=""17031410100""","Not an Opportunity Area"
"17031410200","IL","17031410200","=""17031410200""","Not an Opportunity Area"
"17031410500","IL","17031410500","=""17031410500""","Not an Opportunity Area"
"17031410600","IL","17031410600","=""17031410600""","Not an Opportunity Area"
"17031410700","IL","17031410700","=""17031410700""","2016 Opportunity Area"
"17031410800","IL","17031410800","=""17031410800""","Not an Opportunity Area"
"17031410900","IL","17031410900","=""17031410900""","2017 Opportunity Area"
"17031411000","IL","17031411000","=""17031411000""","2017 Opportunity Area"
"17031411100","IL","17031411100","=""17031411100""","2016 Opportunity Area"
"17031411200","IL","17031411200","=""17031411200""","Not an Opportunity Area"
"17031420100","IL","17031420100","=""17031420100""","Not an Opportunity Area"
"17031420200","IL","17031420200","=""17031420200""","Not an Opportunity Area"
"17031420300","IL","17031420300","=""17031420300""","Not an Opportunity Area"
"17031420400","IL","17031420400","=""17031420400""","Not an Opportunity Area"
"17031420500","IL","17031420500","=""17031420500""","Not an Opportunity Area"
"17031420600","IL","17031420600","=""17031420600""","Not an Opportunity Area"
"17031420700","IL","17031420700","=""17031420700""","Not an Opportunity Area"
"17031420800","IL","17031420800","=""17031420800""","Not an Opportunity Area"
"17031421200","IL","17031421200","=""17031421200""","Not an Opportunity Area"
"17031430101","IL","17031430101","=""17031430101""","Not an Opportunity Area"
"17031430102","IL","17031430102","=""17031430102""","Not an Opportunity Area"
"17031430200","IL","17031430200","=""17031430200""","Not an Opportunity Area"
"17031430300","IL","17031430300","=""17031430300""","Not an Opportunity Area"
"17031430400","IL","17031430400","=""17031430400""","Not an Opportunity Area"
"17031430500","IL","17031430500","=""17031430500""","Not an Opportunity Area"
"17031430600","IL","17031430600","=""17031430600""","Not an Opportunity Area"
"17031430700","IL","17031430700","=""17031430700""","Not an Opportunity Area"
"17031430800","IL","17031430800","=""17031430800""","Not an Opportunity Area"
"17031430900","IL","17031430900","=""17031430900""","Not an Opportunity Area"
"17031431200","IL","17031431200","=""17031431200""","Not an Opportunity Area"
"17031431301","IL","17031431301","=""17031431301""","Not an Opportunity Area"
"17031431302","IL","17031431302","=""17031431302""","Not an Opportunity Area"
"17031431400","IL","17031431400","=""17031431400""","Not an Opportunity Area"
"17031440101","IL","17031440101","=""17031440101""","Not an Opportunity Area"
"17031440102","IL","17031440102","=""17031440102""","Not an Opportunity Area"
"17031440201","IL","17031440201","=""17031440201""","Not an Opportunity Area"
"17031440202","IL","17031440202","=""17031440202""","Not an Opportunity Area"
"17031440300","IL","17031440300","=""17031440300""","Not an Opportunity Area"
"17031440600","IL","17031440600","=""17031440600""","Not an Opportunity Area"
"17031440700","IL","17031440700","=""17031440700""","Not an Opportunity Area"
"17031440800","IL","17031440800","=""17031440800""","Not an Opportunity Area"
"17031440900","IL","17031440900","=""17031440900""","Not an Opportunity Area"
"17031450300","IL","17031450300","=""17031450300""","Not an Opportunity Area"
"17031460100","IL","17031460100","=""17031460100""","Not an Opportunity Area"
"17031460200","IL","17031460200","=""17031460200""","Not an Opportunity Area"
"17031460301","IL","17031460301","=""17031460301""","Not an Opportunity Area"
"17031460302","IL","17031460302","=""17031460302""","Not an Opportunity Area"
"17031460400","IL","17031460400","=""17031460400""","Not an Opportunity Area"
"17031460500","IL","17031460500","=""17031460500""","Not an Opportunity Area"
