"Census Tract","State","FIPS Code","Formatted FIPS","Opportunity Area Status, 2018."
"17031660700","IL","17031660700","=""17031660700""","Not an Opportunity Area"
"17031660800","IL","17031660800","=""17031660800""","Not an Opportunity Area"
"17031660900","IL","17031660900","=""17031660900""","Not an Opportunity Area"
"17031661000","IL","17031661000","=""17031661000""","Not an Opportunity Area"
"17031661100","IL","17031661100","=""17031661100""","Not an Opportunity Area"
"17031670100","IL","17031670100","=""17031670100""","Not an Opportunity Area"
"17031670200","IL","17031670200","=""17031670200""","Not an Opportunity Area"
"17031670300","IL","17031670300","=""17031670300""","Not an Opportunity Area"
"17031670400","IL","17031670400","=""17031670400""","Not an Opportunity Area"
"17031670500","IL","17031670500","=""17031670500""","Not an Opportunity Area"
"17031670600","IL","17031670600","=""17031670600""","Not an Opportunity Area"
"17031670700","IL","17031670700","=""17031670700""","Not an Opportunity Area"
"17031670800","IL","17031670800","=""17031670800""","Not an Opportunity Area"
"17031670900","IL","17031670900","=""17031670900""","Not an Opportunity Area"
"17031671100","IL","17031671100","=""17031671100""","Not an Opportunity Area"
"17031671200","IL","17031671200","=""17031671200""","Not an Opportunity Area"
"17031671300","IL","17031671300","=""17031671300""","Not an Opportunity Area"
"17031671400","IL","17031671400","=""17031671400""","Not an Opportunity Area"
"17031671500","IL","17031671500","=""17031671500""","Not an Opportunity Area"
"17031671600","IL","17031671600","=""17031671600""","Not an Opportunity Area"
"17031671800","IL","17031671800","=""17031671800""","Not an Opportunity Area"
"17031671900","IL","17031671900","=""17031671900""","Not an Opportunity Area"
"17031672000","IL","17031672000","=""17031672000""","Not an Opportunity Area"
"17031680500","IL","17031680500","=""17031680500""","Not an Opportunity Area"
"17031680600","IL","17031680600","=""17031680600""","Not an Opportunity Area"
"17031680900","IL","17031680900","=""17031680900""","Not an Opportunity Area"
"17031681000","IL","17031681000","=""17031681000""","Not an Opportunity Area"
"17031681100","IL","17031681100","=""17031681100""","Not an Opportunity Area"
"17031681200","IL","17031681200","=""17031681200""","Not an Opportunity Area"
"17031681300","IL","17031681300","=""17031681300""","Not an Opportunity Area"
"17031681400","IL","17031681400","=""17031681400""","Not an Opportunity Area"
"17031690300","IL","17031690300","=""17031690300""","Not an Opportunity Area"
"17031690400","IL","17031690400","=""17031690400""","Not an Opportunity Area"
"17031690500","IL","17031690500","=""17031690500""","Not an Opportunity Area"
"17031690900","IL","17031690900","=""17031690900""","Not an Opportunity Area"
"17031691000","IL","17031691000","=""17031691000""","Not an Opportunity Area"
"17031691100","IL","17031691100","=""17031691100""","Not an Opportunity Area"
"17031691200","IL","17031691200","=""17031691200""","Not an Opportunity Area"
"17031691300","IL","17031691300","=""17031691300""","Not an Opportunity Area"
"17031691400","IL","17031691400","=""17031691400""","Not an Opportunity Area"
"17031691500","IL","17031691500","=""17031691500""","Not an Opportunity Area"
"17031700100","IL","17031700100","=""17031700100""","Not an Opportunity Area"
"17031700200","IL","17031700200","=""17031700200""","Not an Opportunity Area"
"17031700301","IL","17031700301","=""17031700301""","Not an Opportunity Area"
"17031700302","IL","17031700302","=""17031700302""","Not an Opportunity Area"
"17031700401","IL","17031700401","=""17031700401""","2015 Opportunity Area"
"17031700402","IL","17031700402","=""17031700402""","2017 Opportunity Area"
"17031700501","IL","17031700501","=""17031700501""","Not an Opportunity Area"
"17031700502","IL","17031700502","=""17031700502""","Not an Opportunity Area"
"17031710100","IL","17031710100","=""17031710100""","Not an Opportunity Area"
"17031710200","IL","17031710200","=""17031710200""","Not an Opportunity Area"
"17031710300","IL","17031710300","=""17031710300""","Not an Opportunity Area"
"17031710400","IL","17031710400","=""17031710400""","Not an Opportunity Area"
"17031710500","IL","17031710500","=""17031710500""","Not an Opportunity Area"
"17031710600","IL","17031710600","=""17031710600""","Not an Opportunity Area"
"17031710700","IL","17031710700","=""17031710700""","Not an Opportunity Area"
"17031710800","IL","17031710800","=""17031710800""","Not an Opportunity Area"
"17031710900","IL","17031710900","=""17031710900""","Not an Opportunity Area"
"17031711000","IL","17031711000","=""17031711000""","Not an Opportunity Area"
"17031711100","IL","17031711100","=""17031711100""","Not an Opportunity Area"
"17031711200","IL","17031711200","=""17031711200""","Not an Opportunity Area"
"17031711300","IL","17031711300","=""17031711300""","Not an Opportunity Area"
"17031711400","IL","17031711400","=""17031711400""","Not an Opportunity Area"
"17031711500","IL","17031711500","=""17031711500""","N/A"
"17031720100","IL","17031720100","=""17031720100""","2017 Opportunity Area"
"17031720200","IL","17031720200","=""17031720200""","Not an Opportunity Area"
"17031720300","IL","17031720300","=""17031720300""","2017 Opportunity Area"
"17031720400","IL","17031720400","=""17031720400""","2016 Opportunity Area"
"17031720500","IL","17031720500","=""17031720500""","2017 Opportunity Area"
"17031720600","IL","17031720600","=""17031720600""","2017 Opportunity Area"
"17031720700","IL","17031720700","=""17031720700""","Not an Opportunity Area"
"17031730100","IL","17031730100","=""17031730100""","Not an Opportunity Area"
"17031730201","IL","17031730201","=""17031730201""","Not an Opportunity Area"
"17031730202","IL","17031730202","=""17031730202""","Not an Opportunity Area"
"17031730300","IL","17031730300","=""17031730300""","2017 Opportunity Area"
"17031730400","IL","17031730400","=""17031730400""","Not an Opportunity Area"
"17031730500","IL","17031730500","=""17031730500""","Not an Opportunity Area"
"17031730600","IL","17031730600","=""17031730600""","Not an Opportunity Area"
"17031730700","IL","17031730700","=""17031730700""","Not an Opportunity Area"
"17031740100","IL","17031740100","=""17031740100""","2017 Opportunity Area"
"17031740200","IL","17031740200","=""17031740200""","2017 Opportunity Area"
"17031740300","IL","17031740300","=""17031740300""","2017 Opportunity Area"
"17031740400","IL","17031740400","=""17031740400""","2017 Opportunity Area"
"17031750100","IL","17031750100","=""17031750100""","Not an Opportunity Area"
"17031750200","IL","17031750200","=""17031750200""","2017 Opportunity Area"
"17031750300","IL","17031750300","=""17031750300""","Not an Opportunity Area"
"17031750400","IL","17031750400","=""17031750400""","2017 Opportunity Area"
"17031750500","IL","17031750500","=""17031750500""","Not an Opportunity Area"
"17031750600","IL","17031750600","=""17031750600""","Not an Opportunity Area"
"17031760801","IL","17031760801","=""17031760801""","2016 Opportunity Area"
"17031760802","IL","17031760802","=""17031760802""","2017 Opportunity Area"
"17031760803","IL","17031760803","=""17031760803""","Not an Opportunity Area"
"17031770201","IL","17031770201","=""17031770201""","N/A"
"17031770202","IL","17031770202","=""17031770202""","N/A"
"17031770300","IL","17031770300","=""17031770300""","N/A"
"17031770400","IL","17031770400","=""17031770400""","N/A"
"17031770500","IL","17031770500","=""17031770500""","Not an Opportunity Area"
"17031770601","IL","17031770601","=""17031770601""","2018 Opportunity Area"
"17031770602","IL","17031770602","=""17031770602""","Not an Opportunity Area"
"17031770700","IL","17031770700","=""17031770700""","N/A"
"17031770800","IL","17031770800","=""17031770800""","N/A"
"17031770901","IL","17031770901","=""17031770901""","N/A"
"17031770902","IL","17031770902","=""17031770902""","Not an Opportunity Area"
"17031800100","IL","17031800100","=""17031800100""","N/A"
"17031800200","IL","17031800200","=""17031800200""","N/A"
"17031800300","IL","17031800300","=""17031800300""","N/A"
"17031800400","IL","17031800400","=""17031800400""","N/A"
"17031800500","IL","17031800500","=""17031800500""","N/A"
"17031800600","IL","17031800600","=""17031800600""","N/A"
"17031800700","IL","17031800700","=""17031800700""","N/A"
"17031800800","IL","17031800800","=""17031800800""","N/A"
"17031800900","IL","17031800900","=""17031800900""","N/A"
"17031801000","IL","17031801000","=""17031801000""","N/A"
"17031801100","IL","17031801100","=""17031801100""","N/A"
"17031801200","IL","17031801200","=""17031801200""","N/A"
"17031801300","IL","17031801300","=""17031801300""","N/A"
"17031801400","IL","17031801400","=""17031801400""","N/A"
"17031801500","IL","17031801500","=""17031801500""","N/A"
"17031801601","IL","17031801601","=""17031801601""","N/A"
"17031801603","IL","17031801603","=""17031801603""","N/A"
"17031801605","IL","17031801605","=""17031801605""","N/A"
"17031801606","IL","17031801606","=""17031801606""","N/A"
"17031801607","IL","17031801607","=""17031801607""","N/A"
"17031801608","IL","17031801608","=""17031801608""","N/A"
"17031801701","IL","17031801701","=""17031801701""","N/A"
"17031801702","IL","17031801702","=""17031801702""","N/A"
"17031801800","IL","17031801800","=""17031801800""","N/A"
"17031801901","IL","17031801901","=""17031801901""","N/A"
"17031801902","IL","17031801902","=""17031801902""","N/A"
"17031802002","IL","17031802002","=""17031802002""","N/A"
"17031802003","IL","17031802003","=""17031802003""","N/A"
"17031802004","IL","17031802004","=""17031802004""","N/A"
"17031802100","IL","17031802100","=""17031802100""","N/A"
"17031802200","IL","17031802200","=""17031802200""","N/A"
"17031802300","IL","17031802300","=""17031802300""","N/A"
"17031802402","IL","17031802402","=""17031802402""","N/A"
"17031802403","IL","17031802403","=""17031802403""","N/A"
"17031802404","IL","17031802404","=""17031802404""","N/A"
"17031802503","IL","17031802503","=""17031802503""","N/A"
"17031802504","IL","17031802504","=""17031802504""","N/A"
"17031802505","IL","17031802505","=""17031802505""","N/A"
"17031802506","IL","17031802506","=""17031802506""","N/A"
"17031802605","IL","17031802605","=""17031802605""","N/A"
"17031802607","IL","17031802607","=""17031802607""","N/A"
"17031802608","IL","17031802608","=""17031802608""","N/A"
"17031802609","IL","17031802609","=""17031802609""","N/A"
"17031802610","IL","17031802610","=""17031802610""","2017 Opportunity Area"
"17031802701","IL","17031802701","=""17031802701""","2017 Opportunity Area"
"17031802702","IL","17031802702","=""17031802702""","Not an Opportunity Area"
"17031802801","IL","17031802801","=""17031802801""","2017 Opportunity Area"
"17031802802","IL","17031802802","=""17031802802""","2017 Opportunity Area"
"17031802900","IL","17031802900","=""17031802900""","2017 Opportunity Area"
"17031803005","IL","17031803005","=""17031803005""","2018 Opportunity Area"
"17031803007","IL","17031803007","=""17031803007""","Not an Opportunity Area"
"17031803008","IL","17031803008","=""17031803008""","2017 Opportunity Area"
"17031803010","IL","17031803010","=""17031803010""","N/A"
"17031803012","IL","17031803012","=""17031803012""","2017 Opportunity Area"
"17031803013","IL","17031803013","=""17031803013""","N/A"
"17031803014","IL","17031803014","=""17031803014""","N/A"
"17031803015","IL","17031803015","=""17031803015""","2017 Opportunity Area"
"17031803016","IL","17031803016","=""17031803016""","2017 Opportunity Area"
"17031803017","IL","17031803017","=""17031803017""","2016 Opportunity Area"
"17031803100","IL","17031803100","=""17031803100""","2017 Opportunity Area"
"17031803200","IL","17031803200","=""17031803200""","Not an Opportunity Area"
"17031803300","IL","17031803300","=""17031803300""","Not an Opportunity Area"
"17031803400","IL","17031803400","=""17031803400""","2018 Opportunity Area"
"17031803500","IL","17031803500","=""17031803500""","2015 Opportunity Area"
"17031803603","IL","17031803603","=""17031803603""","Not an Opportunity Area"
"17031803604","IL","17031803604","=""17031803604""","2018 Opportunity Area"
"17031803605","IL","17031803605","=""17031803605""","Not an Opportunity Area"
"17031803606","IL","17031803606","=""17031803606""","Not an Opportunity Area"
"17031803607","IL","17031803607","=""17031803607""","2017 Opportunity Area"
"17031803608","IL","17031803608","=""17031803608""","N/A"
"17031803610","IL","17031803610","=""17031803610""","2017 Opportunity Area"
"17031803611","IL","17031803611","=""17031803611""","Not an Opportunity Area"
"17031803612","IL","17031803612","=""17031803612""","Not an Opportunity Area"
"17031803701","IL","17031803701","=""17031803701""","2015 Opportunity Area"
"17031803702","IL","17031803702","=""17031803702""","2015 Opportunity Area"
"17031803800","IL","17031803800","=""17031803800""","2018 Opportunity Area"
"17031803901","IL","17031803901","=""17031803901""","2015 Opportunity Area"
"17031803902","IL","17031803902","=""17031803902""","N/A"
"17031804000","IL","17031804000","=""17031804000""","N/A"
"17031804102","IL","17031804102","=""17031804102""","2016 Opportunity Area"
"17031804104","IL","17031804104","=""17031804104""","N/A"
"17031804105","IL","17031804105","=""17031804105""","Not an Opportunity Area"
"17031804106","IL","17031804106","=""17031804106""","2017 Opportunity Area"
"17031804108","IL","17031804108","=""17031804108""","2016 Opportunity Area"
"17031804109","IL","17031804109","=""17031804109""","N/A"
"17031804201","IL","17031804201","=""17031804201""","N/A"
"17031804202","IL","17031804202","=""17031804202""","N/A"
"17031804305","IL","17031804305","=""17031804305""","N/A"
"17031804306","IL","17031804306","=""17031804306""","N/A"
"17031804308","IL","17031804308","=""17031804308""","2015 Opportunity Area"
"17031804309","IL","17031804309","=""17031804309""","N/A"
"17031804310","IL","17031804310","=""17031804310""","N/A"
"17031804311","IL","17031804311","=""17031804311""","Not an Opportunity Area"
"17031804403","IL","17031804403","=""17031804403""","Not an Opportunity Area"
"17031804404","IL","17031804404","=""17031804404""","2017 Opportunity Area"
"17031804405","IL","17031804405","=""17031804405""","Not an Opportunity Area"
"17031804406","IL","17031804406","=""17031804406""","2017 Opportunity Area"
"17031804505","IL","17031804505","=""17031804505""","N/A"
"17031804506","IL","17031804506","=""17031804506""","N/A"
"17031804507","IL","17031804507","=""17031804507""","N/A"
"17031804508","IL","17031804508","=""17031804508""","N/A"
"17031804509","IL","17031804509","=""17031804509""","N/A"
"17031804510","IL","17031804510","=""17031804510""","N/A"
"17031804511","IL","17031804511","=""17031804511""","N/A"
"17031804603","IL","17031804603","=""17031804603""","2018 Opportunity Area"
"17031804606","IL","17031804606","=""17031804606""","N/A"
"17031804607","IL","17031804607","=""17031804607""","N/A"
"17031804608","IL","17031804608","=""17031804608""","2017 Opportunity Area"
"17031804609","IL","17031804609","=""17031804609""","2018 Opportunity Area"
"17031804610","IL","17031804610","=""17031804610""","Not an Opportunity Area"
"17031804611","IL","17031804611","=""17031804611""","2016 Opportunity Area"
"17031804701","IL","17031804701","=""17031804701""","2018 Opportunity Area"
"17031804705","IL","17031804705","=""17031804705""","2016 Opportunity Area"
"17031804706","IL","17031804706","=""17031804706""","2018 Opportunity Area"
"17031804709","IL","17031804709","=""17031804709""","2018 Opportunity Area"
"17031804710","IL","17031804710","=""17031804710""","2017 Opportunity Area"
"17031804711","IL","17031804711","=""17031804711""","Not an Opportunity Area"
"17031804712","IL","17031804712","=""17031804712""","Not an Opportunity Area"
"17031804713","IL","17031804713","=""17031804713""","2016 Opportunity Area"
"17031804714","IL","17031804714","=""17031804714""","2017 Opportunity Area"
"17031804715","IL","17031804715","=""17031804715""","2017 Opportunity Area"
"17031804716","IL","17031804716","=""17031804716""","Not an Opportunity Area"
"17031804803","IL","17031804803","=""17031804803""","2018 Opportunity Area"
"17031804804","IL","17031804804","=""17031804804""","Not an Opportunity Area"
"17031804805","IL","17031804805","=""17031804805""","2017 Opportunity Area"
"17031804806","IL","17031804806","=""17031804806""","Not an Opportunity Area"
"17031804807","IL","17031804807","=""17031804807""","2018 Opportunity Area"
"17031804808","IL","17031804808","=""17031804808""","2017 Opportunity Area"
"17031804809","IL","17031804809","=""17031804809""","2017 Opportunity Area"
"17031804810","IL","17031804810","=""17031804810""","2016 Opportunity Area"
"17031804901","IL","17031804901","=""17031804901""","2017 Opportunity Area"
"17031804902","IL","17031804902","=""17031804902""","2016 Opportunity Area"
"17031805001","IL","17031805001","=""17031805001""","Not an Opportunity Area"
"17031805002","IL","17031805002","=""17031805002""","Not an Opportunity Area"
"17031805105","IL","17031805105","=""17031805105""","N/A"
"17031805106","IL","17031805106","=""17031805106""","2018 Opportunity Area"
"17031805107","IL","17031805107","=""17031805107""","2015 Opportunity Area"
"17031805108","IL","17031805108","=""17031805108""","Not an Opportunity Area"
"17031805109","IL","17031805109","=""17031805109""","2016 Opportunity Area"
"17031805110","IL","17031805110","=""17031805110""","2017 Opportunity Area"
"17031805111","IL","17031805111","=""17031805111""","2018 Opportunity Area"
"17031805112","IL","17031805112","=""17031805112""","2018 Opportunity Area"
"17031805201","IL","17031805201","=""17031805201""","N/A"
"17031805202","IL","17031805202","=""17031805202""","N/A"
"17031805301","IL","17031805301","=""17031805301""","N/A"
"17031805302","IL","17031805302","=""17031805302""","N/A"
"17031805401","IL","17031805401","=""17031805401""","N/A"
"17031805402","IL","17031805402","=""17031805402""","N/A"
"17031805501","IL","17031805501","=""17031805501""","N/A"
"17031805502","IL","17031805502","=""17031805502""","N/A"
"17031805600","IL","17031805600","=""17031805600""","N/A"
"17031805701","IL","17031805701","=""17031805701""","N/A"
"17031805702","IL","17031805702","=""17031805702""","N/A"
"17031805801","IL","17031805801","=""17031805801""","N/A"
"17031805802","IL","17031805802","=""17031805802""","N/A"
"17031805901","IL","17031805901","=""17031805901""","2018 Opportunity Area"
"17031805902","IL","17031805902","=""17031805902""","N/A"
"17031806001","IL","17031806001","=""17031806001""","N/A"
"17031806002","IL","17031806002","=""17031806002""","2017 Opportunity Area"
"17031806003","IL","17031806003","=""17031806003""","N/A"
"17031806004","IL","17031806004","=""17031806004""","N/A"
"17031806102","IL","17031806102","=""17031806102""","2018 Opportunity Area"
"17031806103","IL","17031806103","=""17031806103""","2017 Opportunity Area"
"17031806104","IL","17031806104","=""17031806104""","Not an Opportunity Area"
"17031806201","IL","17031806201","=""17031806201""","Not an Opportunity Area"
"17031806202","IL","17031806202","=""17031806202""","2016 Opportunity Area"
"17031806300","IL","17031806300","=""17031806300""","Not an Opportunity Area"
"17031806400","IL","17031806400","=""17031806400""","2017 Opportunity Area"
"17031806501","IL","17031806501","=""17031806501""","2017 Opportunity Area"
"17031806502","IL","17031806502","=""17031806502""","2018 Opportunity Area"
"17031806600","IL","17031806600","=""17031806600""","Not an Opportunity Area"
"17031806700","IL","17031806700","=""17031806700""","Not an Opportunity Area"
"17031806801","IL","17031806801","=""17031806801""","Not an Opportunity Area"
"17031806802","IL","17031806802","=""17031806802""","2017 Opportunity Area"
"17031806900","IL","17031806900","=""17031806900""","Not an Opportunity Area"
"17031807000","IL","17031807000","=""17031807000""","Not an Opportunity Area"
"17031807100","IL","17031807100","=""17031807100""","2017 Opportunity Area"
"17031807200","IL","17031807200","=""17031807200""","2017 Opportunity Area"
"17031807300","IL","17031807300","=""17031807300""","Not an Opportunity Area"
"17031807400","IL","17031807400","=""17031807400""","Not an Opportunity Area"
"17031807500","IL","17031807500","=""17031807500""","2017 Opportunity Area"
"17031807600","IL","17031807600","=""17031807600""","2018 Opportunity Area"
"17031807700","IL","17031807700","=""17031807700""","Not an Opportunity Area"
"17031807800","IL","17031807800","=""17031807800""","2016 Opportunity Area"
"17031807900","IL","17031807900","=""17031807900""","N/A"
"17031808001","IL","17031808001","=""17031808001""","N/A"
"17031808002","IL","17031808002","=""17031808002""","N/A"
"17031808100","IL","17031808100","=""17031808100""","2018 Opportunity Area"
"17031808200","IL","17031808200","=""17031808200""","N/A"
"17031808301","IL","17031808301","=""17031808301""","N/A"
"17031808302","IL","17031808302","=""17031808302""","N/A"
"17031808400","IL","17031808400","=""17031808400""","N/A"
"17031808500","IL","17031808500","=""17031808500""","N/A"
"17031808600","IL","17031808600","=""17031808600""","N/A"
"17031808702","IL","17031808702","=""17031808702""","Not an Opportunity Area"
"17031808800","IL","17031808800","=""17031808800""","2018 Opportunity Area"
"17031808900","IL","17031808900","=""17031808900""","2016 Opportunity Area"
"17031809000","IL","17031809000","=""17031809000""","2016 Opportunity Area"
"17031809100","IL","17031809100","=""17031809100""","Not an Opportunity Area"
"17031809200","IL","17031809200","=""17031809200""","Not an Opportunity Area"
"17031809300","IL","17031809300","=""17031809300""","Not an Opportunity Area"
"17031809400","IL","17031809400","=""17031809400""","Not an Opportunity Area"
"17031809500","IL","17031809500","=""17031809500""","Not an Opportunity Area"
"17031809600","IL","17031809600","=""17031809600""","Not an Opportunity Area"
"17031809700","IL","17031809700","=""17031809700""","2017 Opportunity Area"
"17031809800","IL","17031809800","=""17031809800""","Not an Opportunity Area"
"17031809900","IL","17031809900","=""17031809900""","Not an Opportunity Area"
"17031810000","IL","17031810000","=""17031810000""","Not an Opportunity Area"
"17031810100","IL","17031810100","=""17031810100""","Not an Opportunity Area"
"17031810200","IL","17031810200","=""17031810200""","Not an Opportunity Area"
"17031810301","IL","17031810301","=""17031810301""","2017 Opportunity Area"
"17031810302","IL","17031810302","=""17031810302""","2017 Opportunity Area"
"17031810400","IL","17031810400","=""17031810400""","Not an Opportunity Area"
"17031810501","IL","17031810501","=""17031810501""","N/A"
"17031810502","IL","17031810502","=""17031810502""","N/A"
"17031810600","IL","17031810600","=""17031810600""","N/A"
"17031810701","IL","17031810701","=""17031810701""","N/A"
"17031810702","IL","17031810702","=""17031810702""","N/A"
"17031810800","IL","17031810800","=""17031810800""","N/A"
"17031810900","IL","17031810900","=""17031810900""","N/A"
"17031811000","IL","17031811000","=""17031811000""","N/A"
"17031811100","IL","17031811100","=""17031811100""","N/A"
"17031811200","IL","17031811200","=""17031811200""","N/A"
"17031811301","IL","17031811301","=""17031811301""","N/A"
"17031811302","IL","17031811302","=""17031811302""","N/A"
"17031811401","IL","17031811401","=""17031811401""","N/A"
"17031811402","IL","17031811402","=""17031811402""","N/A"
"17031811500","IL","17031811500","=""17031811500""","N/A"
"17031811600","IL","17031811600","=""17031811600""","N/A"
"17031811701","IL","17031811701","=""17031811701""","N/A"
"17031811702","IL","17031811702","=""17031811702""","N/A"
"17031811800","IL","17031811800","=""17031811800""","N/A"
"17031811900","IL","17031811900","=""17031811900""","N/A"
"17031812000","IL","17031812000","=""17031812000""","N/A"
"17031812100","IL","17031812100","=""17031812100""","Not an Opportunity Area"
"17031812200","IL","17031812200","=""17031812200""","Not an Opportunity Area"
"17031812301","IL","17031812301","=""17031812301""","2015 Opportunity Area"
"17031812302","IL","17031812302","=""17031812302""","Not an Opportunity Area"
"17031812400","IL","17031812400","=""17031812400""","2017 Opportunity Area"
"17031812500","IL","17031812500","=""17031812500""","Not an Opportunity Area"
"17031812600","IL","17031812600","=""17031812600""","Not an Opportunity Area"
"17031812700","IL","17031812700","=""17031812700""","2015 Opportunity Area"
"17031812801","IL","17031812801","=""17031812801""","Not an Opportunity Area"
"17031812802","IL","17031812802","=""17031812802""","Not an Opportunity Area"
"17031812900","IL","17031812900","=""17031812900""","2015 Opportunity Area"
"17031813000","IL","17031813000","=""17031813000""","2017 Opportunity Area"
"17031813100","IL","17031813100","=""17031813100""","Not an Opportunity Area"
"17031813200","IL","17031813200","=""17031813200""","Not an Opportunity Area"
"17031813301","IL","17031813301","=""17031813301""","Not an Opportunity Area"
"17031813302","IL","17031813302","=""17031813302""","Not an Opportunity Area"
"17031813400","IL","17031813400","=""17031813400""","Not an Opportunity Area"
"17031813500","IL","17031813500","=""17031813500""","Not an Opportunity Area"
"17031813600","IL","17031813600","=""17031813600""","Not an Opportunity Area"
"17031813701","IL","17031813701","=""17031813701""","Not an Opportunity Area"
"17031813702","IL","17031813702","=""17031813702""","Not an Opportunity Area"
"17031813801","IL","17031813801","=""17031813801""","Not an Opportunity Area"
"17031813802","IL","17031813802","=""17031813802""","Not an Opportunity Area"
"17031813900","IL","17031813900","=""17031813900""","Not an Opportunity Area"
"17031814000","IL","17031814000","=""17031814000""","Not an Opportunity Area"
"17031814100","IL","17031814100","=""17031814100""","Not an Opportunity Area"
"17031814200","IL","17031814200","=""17031814200""","Not an Opportunity Area"
"17031814300","IL","17031814300","=""17031814300""","Not an Opportunity Area"
"17031814400","IL","17031814400","=""17031814400""","Not an Opportunity Area"
"17031814500","IL","17031814500","=""17031814500""","Not an Opportunity Area"
"17031814600","IL","17031814600","=""17031814600""","Not an Opportunity Area"
"17031814700","IL","17031814700","=""17031814700""","Not an Opportunity Area"
"17031814800","IL","17031814800","=""17031814800""","Not an Opportunity Area"
"17031814900","IL","17031814900","=""17031814900""","Not an Opportunity Area"
"17031815000","IL","17031815000","=""17031815000""","Not an Opportunity Area"
"17031815100","IL","17031815100","=""17031815100""","Not an Opportunity Area"
"17031815200","IL","17031815200","=""17031815200""","Not an Opportunity Area"
"17031815300","IL","17031815300","=""17031815300""","Not an Opportunity Area"
"17031815400","IL","17031815400","=""17031815400""","2015 Opportunity Area"
"17031815500","IL","17031815500","=""17031815500""","Not an Opportunity Area"
"17031815600","IL","17031815600","=""17031815600""","N/A"
"17031815701","IL","17031815701","=""17031815701""","N/A"
"17031815702","IL","17031815702","=""17031815702""","N/A"
"17031815800","IL","17031815800","=""17031815800""","N/A"
"17031815900","IL","17031815900","=""17031815900""","N/A"
"17031816000","IL","17031816000","=""17031816000""","N/A"
"17031816100","IL","17031816100","=""17031816100""","N/A"
"17031816200","IL","17031816200","=""17031816200""","N/A"
"17031816300","IL","17031816300","=""17031816300""","N/A"
"17031816401","IL","17031816401","=""17031816401""","N/A"
"17031816402","IL","17031816402","=""17031816402""","N/A"
"17031816500","IL","17031816500","=""17031816500""","N/A"
"17031816600","IL","17031816600","=""17031816600""","N/A"
"17031816700","IL","17031816700","=""17031816700""","N/A"
"17031816800","IL","17031816800","=""17031816800""","N/A"
"17031816900","IL","17031816900","=""17031816900""","N/A"
"17031817000","IL","17031817000","=""17031817000""","N/A"
"17031817101","IL","17031817101","=""17031817101""","N/A"
"17031817102","IL","17031817102","=""17031817102""","N/A"
"17031817200","IL","17031817200","=""17031817200""","N/A"
"17031817300","IL","17031817300","=""17031817300""","N/A"
"17031817400","IL","17031817400","=""17031817400""","N/A"
"17031817500","IL","17031817500","=""17031817500""","N/A"
"17031817600","IL","17031817600","=""17031817600""","N/A"
"17031817700","IL","17031817700","=""17031817700""","N/A"
"17031817900","IL","17031817900","=""17031817900""","N/A"
"17031818000","IL","17031818000","=""17031818000""","N/A"
"17031818100","IL","17031818100","=""17031818100""","N/A"
"17031818200","IL","17031818200","=""17031818200""","N/A"
"17031818300","IL","17031818300","=""17031818300""","N/A"
"17031818401","IL","17031818401","=""17031818401""","N/A"
"17031818402","IL","17031818402","=""17031818402""","N/A"
"17031818500","IL","17031818500","=""17031818500""","N/A"
"17031818600","IL","17031818600","=""17031818600""","N/A"
"17031818700","IL","17031818700","=""17031818700""","N/A"
"17031818800","IL","17031818800","=""17031818800""","N/A"
"17031818900","IL","17031818900","=""17031818900""","N/A"
"17031819000","IL","17031819000","=""17031819000""","N/A"
"17031819100","IL","17031819100","=""17031819100""","N/A"
"17031819200","IL","17031819200","=""17031819200""","N/A"
"17031819300","IL","17031819300","=""17031819300""","N/A"
"17031819400","IL","17031819400","=""17031819400""","N/A"
"17031819500","IL","17031819500","=""17031819500""","N/A"
"17031819600","IL","17031819600","=""17031819600""","N/A"
"17031819700","IL","17031819700","=""17031819700""","N/A"
"17031819801","IL","17031819801","=""17031819801""","N/A"
"17031819802","IL","17031819802","=""17031819802""","N/A"
"17031819900","IL","17031819900","=""17031819900""","N/A"
"17031820000","IL","17031820000","=""17031820000""","N/A"
"17031820101","IL","17031820101","=""17031820101""","N/A"
"17031820103","IL","17031820103","=""17031820103""","N/A"
"17031820104","IL","17031820104","=""17031820104""","N/A"
"17031820201","IL","17031820201","=""17031820201""","N/A"
"17031820202","IL","17031820202","=""17031820202""","N/A"
"17031820300","IL","17031820300","=""17031820300""","N/A"
"17031820400","IL","17031820400","=""17031820400""","N/A"
"17031820501","IL","17031820501","=""17031820501""","N/A"
"17031820502","IL","17031820502","=""17031820502""","N/A"
"17031820603","IL","17031820603","=""17031820603""","N/A"
"17031820604","IL","17031820604","=""17031820604""","N/A"
"17031820605","IL","17031820605","=""17031820605""","N/A"
"17031820606","IL","17031820606","=""17031820606""","N/A"
"17031820700","IL","17031820700","=""17031820700""","N/A"
"17031820800","IL","17031820800","=""17031820800""","N/A"
"17031820901","IL","17031820901","=""17031820901""","N/A"
"17031820902","IL","17031820902","=""17031820902""","N/A"
"17031821001","IL","17031821001","=""17031821001""","N/A"
"17031821002","IL","17031821002","=""17031821002""","N/A"
"17031821101","IL","17031821101","=""17031821101""","N/A"
"17031821102","IL","17031821102","=""17031821102""","N/A"
"17031821200","IL","17031821200","=""17031821200""","N/A"
"17031821300","IL","17031821300","=""17031821300""","N/A"
"17031821401","IL","17031821401","=""17031821401""","N/A"
